Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1284,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,660,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,240900,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,21000,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,147,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,103,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,29,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,45,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,5260,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,336,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,4882,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,22,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,18,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,4868,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,56,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,15,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,100,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1131,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,239,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,3297,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,30,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,504,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,571,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,460,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,3522,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,1892,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,828,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,179,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,61,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,803,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3522,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1578,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1284,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,660,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,240900,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,21000,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,147,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,103,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,29,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,45,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,2579,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,54,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,2514,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,7,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,2498,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,4,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,55,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,742,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,47,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,1611,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,26,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,382,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,394,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,92,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,1817,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,1131,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,523,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,74,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,20,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,164,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,1817,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,772,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,794,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,251,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,244100,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,8700,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,142,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,13,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 groups C231 and C239
2014,Level 4,CC811,Transport Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,2579,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,54,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,2514,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,7,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,2498,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,4,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,55,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,742,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,47,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,1611,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,26,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,382,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,394,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,92,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,1817,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,1131,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,523,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,74,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,20,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,164,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,1817,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,772,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,794,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,251,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,244100,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,8700,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,142,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,13,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 groups C231 and C239
2014,Level 3,CC81,Transport Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 groups C231 and C239
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,3391,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,362,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,2903,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,20,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,15,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,92,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3382,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,66,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,9,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,97,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,726,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,10,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,157,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,2152,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,176,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,448,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,432,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,-7,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,3343,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,1664,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,331,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,81,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,20,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,1348,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3343,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1065,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1417,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,861,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars  ,H34,Total income per employee count(3),Financial ratios,294800,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Dollars  ,H35,Surplus per employee count,Financial ratios,-600,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,117,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,87,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,56,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,-1,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,0,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC821,Electronic and Electrical Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,32,"ANZSIC06 groups C241, C242, C243, and C244"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H01,Total income,Financial performance,3666,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,417,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3205,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H04,Sales of other goods and services,Financial performance,0,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,7,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,14,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3328,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,34,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,10,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,71,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,915,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,291,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H18,Other purchases and operating expenses,Financial performance,1980,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,0,"ANZSIC06 groups C245, C246, and C249"
2014,Level 4,CC822,Machinery Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,26,"ANZSIC06 groups C245, C246, and C249"
